token,coefficient,absolute_coefficient
ernst lubitsch,-0.1780486603203261,0.1780486603203261
koreans,-0.17804674388094574,0.17804674388094574
searchers,-0.17802708566915404,0.17802708566915404
warning spoiler,-0.1780187027483019,0.1780187027483019
lights,0.1780113880870569,0.1780113880870569
erotic thriller,-0.17800498497194264,0.17800498497194264
worked movie,-0.17800418885960412,0.17800418885960412
hearts,-0.17799614079065038,0.17799614079065038
cherished,-0.1779838969711117,0.1779838969711117
view shots,-0.17797809641681397,0.17797809641681397
revenge movie,-0.17791559229415496,0.17791559229415496
siegfried,0.17791326984245723,0.17791326984245723
want think,-0.1779057563004173,0.1779057563004173
torrent,0.17790206031403252,0.17790206031403252
like reality,-0.17789560499223867,0.17789560499223867
paul williams,0.17789226576993505,0.17789226576993505
consumption,0.17785186631237437,0.17785186631237437
portrayal life,0.17784099818384363,0.17784099818384363
job character,0.17783964496520938,0.17783964496520938
pastor,0.1778087250665112,0.1778087250665112
misconceptions,0.17779747928021594,0.17779747928021594
strings attached,0.17779373087740852,0.17779373087740852
systematic,-0.1777936330129706,0.1777936330129706
violence blood,0.177782941275373,0.177782941275373
great better,0.1777650603101793,0.1777650603101793
tens thousands,-0.1777629264928715,0.1777629264928715
lecture,-0.17775048339233235,0.17775048339233235
story wise,-0.1777427149348243,0.1777427149348243
actually say,-0.17774210841878735,0.17774210841878735
purports,-0.17770301514639567,0.17770301514639567
brandishing,0.17769352628301863,0.17769352628301863
aren really,0.17769226649881067,0.17769226649881067
role quite,0.17767836859425803,0.17767836859425803
mythical,-0.17767739359703041,0.17767739359703041
film avoid,-0.17767704723831199,0.17767704723831199
different style,0.1776738789814622,0.1776738789814622
brutal murder,-0.17763638733767365,0.17763638733767365
different approach,0.17763504215020767,0.17763504215020767
barbershop,-0.17761919382685804,0.17761919382685804
utterly predictable,-0.17761736812128656,0.17761736812128656
processed,-0.1776110319457365,0.1776110319457365
perry,-0.1776096628361863,0.1776096628361863
story centers,-0.17760830410879228,0.17760830410879228
editing style,-0.1776018054936337,0.1776018054936337
film minutes,0.17760093470985094,0.17760093470985094
kiki,0.17759942503359438,0.17759942503359438
movie highlights,-0.17758465879783075,0.17758465879783075
original american,0.17758269017791498,0.17758269017791498
picture,-0.17758081634213344,0.17758081634213344
movie complete,-0.17757656260316587,0.17757656260316587
greta,0.17755189140554495,0.17755189140554495
changed movie,-0.17753554896006934,0.17753554896006934
changed forever,0.17752892445827656,0.17752892445827656
afore mentioned,-0.17752516683547737,0.17752516683547737
code,-0.17752032048615918,0.17752032048615918
years original,0.17751843581630736,0.17751843581630736
film kids,-0.17750884377371862,0.17750884377371862
certain level,0.1774982662644492,0.1774982662644492
century,0.1774482991462936,0.1774482991462936
walrus,-0.17744180319395936,0.17744180319395936
swings,0.17743638314390045,0.17743638314390045
claim,-0.17743629035217454,0.17743629035217454
indicates,-0.17740842389581313,0.17740842389581313
hear movie,-0.17738586958378136,0.17738586958378136
need love,0.17733276901172756,0.17733276901172756
archie,0.1773279791373243,0.1773279791373243
better watch,-0.17732354715194595,0.17732354715194595
movie finished,-0.1773137370811735,0.1773137370811735
like history,0.1772975999988498,0.1772975999988498
obscenely,-0.17728925066350748,0.17728925066350748
highly rated,-0.1772852274152823,0.1772852274152823
lost husband,0.17725783811611795,0.17725783811611795
tivo,0.1772372050459696,0.1772372050459696
dazed,-0.17723006956832177,0.17723006956832177
joslyn,0.17722817135531035,0.17722817135531035
nazi,-0.17721338470468548,0.17721338470468548
films came,0.17718198188641768,0.17718198188641768
suspicious,-0.1771819653644946,0.1771819653644946
action movies,0.17716758243038955,0.17716758243038955
opera,0.1771586105448225,0.1771586105448225
hearted,-0.17715502089974455,0.17715502089974455
utilizes,0.1771451104677807,0.1771451104677807
facilities,-0.1771365841078176,0.1771365841078176
just world,-0.17713347735428317,0.17713347735428317
film enjoyed,0.1771205906221509,0.1771205906221509
ernie kovacs,0.1771021143703679,0.1771021143703679
laughter tears,0.17709589901312747,0.17709589901312747
beale,0.17709584885888882,0.17709584885888882
yuk,0.1770946292226315,0.1770946292226315
john waters,0.17709248809413486,0.17709248809413486
really bothered,-0.17708749045420352,0.17708749045420352
pretty entertaining,-0.1770854099697894,0.1770854099697894
copyright,0.17708154767606687,0.17708154767606687
genius film,0.17707094581539146,0.17707094581539146
dvd really,-0.177033469213095,0.177033469213095
instead usual,0.1770104805458573,0.1770104805458573
greenwich village,-0.17698735327035803,0.17698735327035803
slicker,0.176984787241753,0.176984787241753
boats,0.17698077031932988,0.17698077031932988
inclination,-0.1769647617393085,0.1769647617393085
directors producers,0.1769565070878416,0.1769565070878416
ichi killer,0.17695576054838227,0.17695576054838227
sense like,0.1769507228817395,0.1769507228817395
weasel,0.17695010252535212,0.17695010252535212
aunt uncle,-0.17693782858006563,0.17693782858006563
lennon,0.17692894946429347,0.17692894946429347
truly bizarre,-0.17690546052292558,0.17690546052292558
ironies,-0.17689448524207668,0.17689448524207668
overtly,0.17689322635420693,0.17689322635420693
harris,-0.17689128501289866,0.17689128501289866
idea good,-0.17687954783728832,0.17687954783728832
van damme,-0.1768693611210903,0.1768693611210903
interlude,-0.17686543767272764,0.17686543767272764
reviews movie,0.17686296834610424,0.17686296834610424
say quite,0.176853981973369,0.176853981973369
tried watching,-0.17683804935670544,0.17683804935670544
bit harsh,-0.17681871526787385,0.17681871526787385
think person,0.17681376228973514,0.17681376228973514
debra messing,-0.1767805878150845,0.1767805878150845
cds,-0.17677621301557345,0.17677621301557345
say going,0.17676437381516008,0.17676437381516008
john carradine,-0.1767601590689172,0.1767601590689172
cab driver,-0.17675596453952747,0.17675596453952747
lost highway,0.17675143793727258,0.17675143793727258
scene isn,-0.17674549512546758,0.17674549512546758
look beautiful,-0.17672183538224054,0.17672183538224054
mi,0.1767179857975425,0.1767179857975425
volont,0.17671777111140294,0.17671777111140294
rear,0.17670973962688577,0.17670973962688577
man killed,-0.1766897608706488,0.1766897608706488
sole reason,-0.17668182499539245,0.17668182499539245
vigor,-0.17667454277964179,0.17667454277964179
time ago,-0.17667261712945237,0.17667261712945237
lesbian sex,0.17666417743016627,0.17666417743016627
brazilian,0.17666202514077284,0.17666202514077284
party massacre,-0.1766603057285826,0.1766603057285826
gay cinema,-0.1766465008127578,0.1766465008127578
point actually,0.17664178159861119,0.17664178159861119
watch feel,-0.17663839436954182,0.17663839436954182
legacy,-0.17663623738023232,0.17663623738023232
hotness,0.17663134275507908,0.17663134275507908
et la,0.17662881422428497,0.17662881422428497
voice talent,-0.17662438317660226,0.17662438317660226
glitches,0.17661856302885645,0.17661856302885645
family father,0.17661719089138755,0.17661719089138755
life live,-0.17661444052250086,0.17661444052250086
comedy ve,0.17659065160267856,0.17659065160267856
wistful,0.1765833606023688,0.1765833606023688
fianc,-0.1765828386181806,0.1765828386181806
audience members,-0.1765770407233727,0.1765770407233727
requests,0.1765628259481459,0.1765628259481459
garbage just,-0.17654927268503068,0.17654927268503068
contributions,-0.17654443960476263,0.17654443960476263
canoe,0.17653452628740035,0.17653452628740035
come big,-0.17652619777436795,0.17652619777436795
laurie,0.17652496086785088,0.17652496086785088
contracted,-0.1765095539355662,0.1765095539355662
pair,0.17649654134249187,0.17649654134249187
dark world,-0.17648420990636837,0.17648420990636837
red rock,0.1764810333837046,0.1764810333837046
citizen,0.17647855254473288,0.17647855254473288
produce film,-0.1764587388267895,0.1764587388267895
justifying,-0.176443020648131,0.176443020648131
cedric,0.17643050791411335,0.17643050791411335
stamp,-0.17640692459496465,0.17640692459496465
follow film,0.17640426925714808,0.17640426925714808
couldn finish,-0.17639850569054422,0.17639850569054422
flirt,-0.17639803851765276,0.17639803851765276
plastered,0.17637661338609223,0.17637661338609223
outshine,0.17637401839855715,0.17637401839855715
boring bad,0.17637400260275643,0.17637400260275643
sustains,0.17637398670379076,0.17637398670379076
got big,0.1763699123258554,0.1763699123258554
funny right,0.17630422268955956,0.17630422268955956
kristofferson,-0.17629481884369935,0.17629481884369935
time half,-0.1762947223680879,0.1762947223680879
hero villain,-0.1762916359240271,0.1762916359240271
motives,-0.1762869338902664,0.1762869338902664
toad,-0.1762865230752812,0.1762865230752812
like richard,0.17627986442690521,0.17627986442690521
smithee,-0.17626332805460102,0.17626332805460102
minutes feels,0.17626132152979854,0.17626132152979854
doesn sit,-0.17624533976384693,0.17624533976384693
ve met,-0.17624227852433488,0.17624227852433488
huge mistake,0.1762381683978932,0.1762381683978932
ll able,-0.1762212365094813,0.1762212365094813
stylized,0.17621790062130702,0.17621790062130702
really showed,0.17621718408972642,0.17621718408972642
movie start,-0.17621087439972113,0.17621087439972113
hedy lamarr,-0.17620555618268557,0.17620555618268557
sammi,0.17620480196016908,0.17620480196016908
turpin,-0.17618693445228698,0.17618693445228698
really hard,-0.17617563790266555,0.17617563790266555
rodents,-0.17615689759538983,0.17615689759538983
house just,0.1761429247405883,0.1761429247405883
actually having,0.17613500228828943,0.17613500228828943
people decide,-0.17612096418195938,0.17612096418195938
beverly,0.17612058988812151,0.17612058988812151
aretha,-0.1761188398102615,0.1761188398102615
new year,-0.1761160374399855,0.1761160374399855
kind crap,-0.17611452865115074,0.17611452865115074
stay clear,-0.17611308891378377,0.17611308891378377
used bit,0.17609618374945074,0.17609618374945074
tailored,-0.1760946126742297,0.1760946126742297
good pace,0.17608963545938786,0.17608963545938786
cop shows,0.17607916787938985,0.17607916787938985
hate,0.17607094881182483,0.17607094881182483
veteran character,0.17606735109766275,0.17606735109766275
truly excellent,-0.17602947948618944,0.17602947948618944
bare bones,-0.1760283120373273,0.1760283120373273
scenes way,-0.1760256434582689,0.1760256434582689
kind humor,-0.17600361261992015,0.17600361261992015
parent child,0.17600042838904245,0.17600042838904245
getting sick,-0.17599149716788812,0.17599149716788812
sybil danning,-0.17599016531283138,0.17599016531283138
fussy,0.17598565634944968,0.17598565634944968
reenactment,0.1759796072602422,0.1759796072602422
scenes music,0.17592977478549063,0.17592977478549063
bells,0.17592841042383045,0.17592841042383045
digital,0.1758981493465728,0.1758981493465728
largely,-0.17589801807477018,0.17589801807477018
quite times,0.17588922963956277,0.17588922963956277
dull characters,-0.17588816824597173,0.17588816824597173
movie pacing,0.17588212713490983,0.17588212713490983
shock audience,-0.1758782097512085,0.1758782097512085
limiting,-0.17587055858852263,0.17587055858852263
kinky sex,-0.1758673361343941,0.1758673361343941
quit,0.17585156910160188,0.17585156910160188
claudia black,0.17585046871353144,0.17585046871353144
usual hollywood,0.17581621189368998,0.17581621189368998
acting decent,0.17580747587128878,0.17580747587128878
droll,-0.17580562036176203,0.17580562036176203
garai,0.1757869638190316,0.1757869638190316
jean peters,0.17577790949426314,0.17577790949426314
sobering,0.1757769602190592,0.1757769602190592
fearless,-0.17576401001363645,0.17576401001363645
impossible make,-0.17575686623358575,0.17575686623358575
olympic,-0.17575205359751084,0.17575205359751084
situational,0.17574780610192314,0.17574780610192314
shrinking,-0.1757470164695947,0.1757470164695947
life think,0.17574025147802624,0.17574025147802624
gold digger,-0.17573923631802305,0.17573923631802305
cream man,-0.17573481014997597,0.17573481014997597
jealousy,-0.17571585394660488,0.17571585394660488
parrots,0.17567716702240027,0.17567716702240027
formula,-0.17566139928101254,0.17566139928101254
left end,0.17563547805638613,0.17563547805638613
yves,-0.17562613664433482,0.17562613664433482
queens,0.17560312230676445,0.17560312230676445
audacity,-0.17559632860996152,0.17559632860996152
tag,0.17559475121469512,0.17559475121469512
past year,-0.1755806574397147,0.1755806574397147
allan poe,-0.17557165901724703,0.17557165901724703
edgar allan,-0.17557165901724703,0.17557165901724703
starts slowly,0.17555590163699142,0.17555590163699142
thank heavens,0.175554897800272,0.175554897800272
plot really,-0.1755528796215949,0.1755528796215949
house games,0.17554550364257873,0.17554550364257873
lost world,0.17553852282422253,0.17553852282422253
butterfly,-0.17553590911235423,0.17553590911235423
film let,0.1755294364881365,0.1755294364881365
slave,-0.17551754707273565,0.17551754707273565
movie couple,0.17550826235823577,0.17550826235823577
noah ark,-0.17550804812288628,0.17550804812288628
contacted,0.17550400099933905,0.17550400099933905
fugitive,-0.17550010003007432,0.17550010003007432
saw week,-0.17548120336925288,0.17548120336925288
nicer,0.17546800009417934,0.17546800009417934
good choice,0.17546112182620277,0.17546112182620277
tried use,-0.17545938145996398,0.17545938145996398
really started,-0.17544819800382355,0.17544819800382355
film raises,0.17544075084546523,0.17544075084546523
travelogue,-0.17542521643265901,0.17542521643265901
china syndrome,0.17541550675234527,0.17541550675234527
reliant,0.17541192399230124,0.17541192399230124
video films,-0.17541098476416442,0.17541098476416442
film decade,-0.17540087179971312,0.17540087179971312
johnny,0.17533623976891086,0.17533623976891086
unfathomable,-0.17532680382616653,0.17532680382616653
spaghetti western,0.17532600646791463,0.17532600646791463
special just,0.17532461159546864,0.17532461159546864
movie way,-0.175321783354872,0.175321783354872
national lampoon,-0.17531764224280813,0.17531764224280813
director john,0.17530056147091255,0.17530056147091255
describes,-0.17526666897937565,0.17526666897937565
time including,0.17523509045840036,0.17523509045840036
aspirations,-0.17521820062338236,0.17521820062338236
effects look,-0.17521137098495976,0.17521137098495976
look eyes,0.17520711842523165,0.17520711842523165
bad probably,-0.17520074699600038,0.17520074699600038
try catch,0.17517916304391348,0.17517916304391348
everett sloane,0.17514865433757068,0.17514865433757068
employ,0.17513456382794856,0.17513456382794856
movies period,0.17513230468936583,0.17513230468936583
daft,0.17512861128888793,0.17512861128888793
black snake,0.17512676872123623,0.17512676872123623
snake moan,0.17512676872123623,0.17512676872123623
shined,0.17512595549661347,0.17512595549661347
delair,0.17511720557073604,0.17511720557073604
declining,0.17510207686646986,0.17510207686646986
film check,0.1750937851852014,0.1750937851852014
emotionally involved,-0.17508759608170762,0.17508759608170762
incubus,-0.17508621317835,0.17508621317835
jungle book,0.1750784529581117,0.1750784529581117
great art,0.17507411337892473,0.17507411337892473
murders,0.17506648038406167,0.17506648038406167
wasn necessary,0.17505790697658533,0.17505790697658533
sword,0.17505181872945058,0.17505181872945058
movie matter,-0.175047852180653,0.175047852180653
marc,0.17504421181060212,0.17504421181060212
dumping,0.17504367679821836,0.17504367679821836
conceal,-0.1750394050119478,0.1750394050119478
watch documentary,-0.1750340892454716,0.1750340892454716
vein,-0.17502327466825318,0.17502327466825318
like set,0.17501434102216656,0.17501434102216656
world better,0.17500767848851534,0.17500767848851534
movies instead,-0.17500523893368808,0.17500523893368808
piece sh,-0.17500266738824086,0.17500266738824086
cesspool,0.17497888679479862,0.17497888679479862
place long,-0.1749776909957634,0.1749776909957634
funny line,-0.17497711721668843,0.17497711721668843
whips,0.17496301585596463,0.17496301585596463
poorly scripted,-0.17495770755653584,0.17495770755653584
scary moments,-0.17493429613609976,0.17493429613609976
narrated,-0.17493238218416732,0.17493238218416732
stylish,0.17492706685917786,0.17492706685917786
movie beginning,-0.1748931226828955,0.1748931226828955
hypocrites,-0.17489082053915153,0.17489082053915153
episode series,-0.1748730112801794,0.1748730112801794
descended,0.17484268705566527,0.17484268705566527
better production,0.1748358473436939,0.1748358473436939
adversaries,-0.1748261132875681,0.1748261132875681
mcavoy,0.174824940272133,0.174824940272133
thing left,-0.1748209673934788,0.1748209673934788
star rating,0.17481095378264372,0.17481095378264372
like example,-0.1747971769820279,0.1747971769820279
fork,-0.1747900387698393,0.1747900387698393
film genuine,-0.17478727207883427,0.17478727207883427
bing,-0.17478180224279713,0.17478180224279713
seriously bad,0.17477569472493104,0.17477569472493104
shocking,0.17477432673943097,0.17477432673943097
kate winslet,-0.17477281227539737,0.17477281227539737
gomez,0.1747696072728251,0.1747696072728251
reused,-0.17475980823690826,0.17475980823690826
just slow,0.17475917762494,0.17475917762494
reaching,-0.17473957722558575,0.17473957722558575
sickest,-0.17473225347011548,0.17473225347011548
grahame,0.17471407100727004,0.17471407100727004
bone eater,-0.1746917589538514,0.1746917589538514
thematic,-0.17469097869566097,0.17469097869566097
wolfe,-0.1746803169818955,0.1746803169818955
writing screenplay,0.17467607299131077,0.17467607299131077
foer,0.1746468957158418,0.1746468957158418
entertainment good,-0.17463934351014404,0.17463934351014404
magnificent film,0.17463381942683906,0.17463381942683906
milland,0.17461282964665356,0.17461282964665356
mormons,0.17460406916138663,0.17460406916138663
shrunk,-0.1745910220009062,0.1745910220009062
relevant,0.1745836804404087,0.1745836804404087
hallucinating,0.17457895723326058,0.17457895723326058
better interesting,-0.17457209089981005,0.17457209089981005
film funny,0.17456847666166334,0.17456847666166334
proficiency,0.17455752961184942,0.17455752961184942
different countries,0.17455726451160658,0.17455726451160658
richard widmark,0.17455059609369336,0.17455059609369336
film shame,-0.17454805472419055,0.17454805472419055
behaviour,-0.17454122360877214,0.17454122360877214
meets girl,-0.17451869421897856,0.17451869421897856
durante,-0.1745093540533894,0.1745093540533894
probably enjoy,-0.1745012624134782,0.1745012624134782
life feel,0.174493945696826,0.174493945696826
way supposed,-0.17447674397764548,0.17447674397764548
raging bull,0.1744749195367703,0.1744749195367703
happens people,0.17445909356542647,0.17445909356542647
winded,-0.17445843652319432,0.17445843652319432
good playing,0.17445397513727778,0.17445397513727778
jj,0.17444508177632537,0.17444508177632537
just skip,-0.17443234843630998,0.17443234843630998
actresses movie,0.17443064327166624,0.17443064327166624
incidental music,0.17442094441730627,0.17442094441730627
tryst,0.17441854026347928,0.17441854026347928
steak,-0.174413425718423,0.174413425718423
read people,-0.17440741430007425,0.17440741430007425
time better,0.17439812312735484,0.17439812312735484
highly regarded,-0.17438737288813705,0.17438737288813705
nineteenth century,-0.17438561547992365,0.17438561547992365
role perfectly,0.1743837827295718,0.1743837827295718
jason voorhees,-0.1743812405793837,0.1743812405793837
sleigh,0.17437891836189523,0.17437891836189523
movie barely,0.17437835273685123,0.17437835273685123
colourful,0.17437500017283133,0.17437500017283133
regarded,-0.17436462894704488,0.17436462894704488
day week,-0.17436247083410872,0.17436247083410872
amicus,-0.17434216873684105,0.17434216873684105
just rented,0.17433140988163115,0.17433140988163115
human heart,-0.1743253997528096,0.1743253997528096
kingsley,-0.17432356424117082,0.17432356424117082
ur,0.17430116735426548,0.17430116735426548
friends don,0.1743011559788706,0.1743011559788706
finally movie,-0.1742969129469455,0.1742969129469455
expansion,0.17429256007419572,0.17429256007419572
pre release,0.17429129727085246,0.17429129727085246
bowl,-0.17427390714403715,0.17427390714403715
red eye,0.17427223259307964,0.17427223259307964
hopefully,0.17426921283747468,0.17426921283747468
foreman,0.17426097522661937,0.17426097522661937
weaving,-0.17425201050551264,0.17425201050551264
fully explained,-0.17424843217274225,0.17424843217274225
anticipation,-0.1742429589925326,0.1742429589925326
notion,-0.17424259885710608,0.17424259885710608
khaled,-0.1742390499995671,0.1742390499995671
glittering,0.1742199892292221,0.1742199892292221
january,0.17421923506247106,0.17421923506247106
insect,-0.17421622326694922,0.17421622326694922
support cast,0.17421542978461346,0.17421542978461346
supermodel,0.1742140633048161,0.1742140633048161
dangerously close,0.1742107146738877,0.1742107146738877
movies doesn,0.1742099548208062,0.1742099548208062
characters different,-0.17420301354135442,0.17420301354135442
chance good,0.1741989947463792,0.1741989947463792
great series,0.1741974968340893,0.1741974968340893
gutted,0.1741959256238175,0.1741959256238175
shipment,0.17418979352344022,0.17418979352344022
storyline movie,0.17418787326448051,0.17418787326448051
oh come,0.17417699981291826,0.17417699981291826
abel,-0.17416878045493048,0.17416878045493048
thread,-0.17416763578092692,0.17416763578092692
films didn,0.17416392119710264,0.17416392119710264
film includes,-0.17415906067631637,0.17415906067631637
minutes pure,0.17415604490132125,0.17415604490132125
ghoul,-0.1741514791826547,0.1741514791826547
single time,-0.17413456460795831,0.17413456460795831
dad,0.1741270638708252,0.1741270638708252
factor,-0.17411455239567195,0.17411455239567195
adopted,-0.17411052200635868,0.17411052200635868
moralizing,-0.17410897605653014,0.17410897605653014
haden,-0.17408305592769735,0.17408305592769735
reasons don,0.1740810046860447,0.1740810046860447
impartial,-0.1740580423953735,0.1740580423953735
movie light,-0.17405407074379264,0.17405407074379264
character design,0.17405162534619964,0.17405162534619964
designated,-0.17404039137413693,0.17404039137413693
viewers film,-0.1740174189542775,0.1740174189542775
basically film,0.17401719496318552,0.17401719496318552
thought really,0.17400739090498188,0.17400739090498188
bbc,0.174004316142381,0.174004316142381
urging,-0.1740035337424683,0.1740035337424683
harrow,-0.1739952046796053,0.1739952046796053
cloud,-0.17399334751424544,0.17399334751424544
learned lesson,0.17399021212914215,0.17399021212914215
storyline really,0.1739847113688526,0.1739847113688526
ground breaking,-0.17396432139476062,0.17396432139476062
just scene,0.17396025998187553,0.17396025998187553
film combines,0.17395248125894452,0.17395248125894452
strange little,0.17394637429581414,0.17394637429581414
blamed,-0.1739440961856852,0.1739440961856852
boreanaz,0.17393204783786084,0.17393204783786084
effected,0.17390885244660556,0.17390885244660556
isn afraid,0.17390516919183002,0.17390516919183002
make quick,0.17386800373904862,0.17386800373904862
leaps,-0.17386117931590717,0.17386117931590717
like usual,0.17384315637072958,0.17384315637072958
oscar performance,-0.17379320393409992,0.17379320393409992
movie longer,-0.1737752000149543,0.1737752000149543
did actors,-0.17376374899367628,0.17376374899367628
list,0.17376229748299316,0.17376229748299316
bobbing,-0.17376001338804323,0.17376001338804323
diablo,-0.17375626721166032,0.17375626721166032
middle aged,0.1737522760959216,0.1737522760959216
better word,-0.1737412474095789,0.1737412474095789
mustache,0.17373987706154742,0.17373987706154742
good villain,0.17370372403662984,0.17370372403662984
charity,-0.17369909077870288,0.17369909077870288
minutes actually,-0.17367614796973938,0.17367614796973938
just bought,0.1736607258143445,0.1736607258143445
soooo,-0.17365650532155488,0.17365650532155488
hinted,0.17365296159610144,0.17365296159610144
cease,-0.17365049069283822,0.17365049069283822
great bad,-0.17362190787017964,0.17362190787017964
film tries,-0.17362120730804256,0.17362120730804256
resonate,-0.17361386486908806,0.17361386486908806
life work,-0.17360109164760595,0.17360109164760595
film book,0.1735960996294672,0.1735960996294672
big chill,0.1735570455705143,0.1735570455705143
bothered watch,-0.17355586183881455,0.17355586183881455
left time,-0.17352129386218962,0.17352129386218962
channels,-0.1735164665334657,0.1735164665334657
hamming,-0.1734837052818052,0.1734837052818052
action fight,0.17344786340368026,0.17344786340368026
comes just,-0.17344692241007087,0.17344692241007087
voorhees,-0.1734384361746048,0.1734384361746048
ungodly,0.17341744195968795,0.17341744195968795
millard mitchell,0.17341466469578426,0.17341466469578426
tv watch,0.17339438888262035,0.17339438888262035
darius,0.17339020782534392,0.17339020782534392
maine,0.17337754472758704,0.17337754472758704
katrina,-0.1733769085878458,0.1733769085878458
just random,-0.17337180879803007,0.17337180879803007
amuse,-0.17335974350398017,0.17335974350398017
like comic,0.17335716852744595,0.17335716852744595
lots,0.17334119482472404,0.17334119482472404
really bring,-0.1733338501991285,0.1733338501991285
just terrible,-0.17331732603083852,0.17331732603083852
tr,-0.1733160094384101,0.1733160094384101
sexes,0.1732993358956278,0.1732993358956278
nasal,-0.17328895513987475,0.17328895513987475
apologies,0.17327856671800757,0.17327856671800757
ve used,-0.17327309545040476,0.17327309545040476
anti heroes,0.1732712060405935,0.1732712060405935
baseball movie,0.1732528749171496,0.1732528749171496
script film,0.17324434678126474,0.17324434678126474
different way,0.17323288026375255,0.17323288026375255
does bring,-0.17321168960519304,0.17321168960519304
things make,0.17321088699777237,0.17321088699777237
ned kelly,0.17321065347292477,0.17321065347292477
thinly veiled,-0.17319241466375013,0.17319241466375013
debris,0.17318879101099433,0.17318879101099433
movie charming,0.17318386571529967,0.17318386571529967
didn believe,0.17315843490797134,0.17315843490797134
british cinema,-0.17315821034142484,0.17315821034142484
finds way,-0.17314871970563597,0.17314871970563597
dwarfs,-0.1731443644175978,0.1731443644175978
day got,0.17314204332889618,0.17314204332889618
mattered,0.1731388947777748,0.1731388947777748
snyder,0.1731318000863811,0.1731318000863811
interesting say,0.17313057231659082,0.17313057231659082
perfect blend,0.17310004504750812,0.17310004504750812
halfway film,0.1730937623042948,0.1730937623042948
main actor,-0.17309053084625559,0.17309053084625559
oscar material,0.17308062097072557,0.17308062097072557
frankie machine,0.17306573211876486,0.17306573211876486
chevy,-0.17306420731556346,0.17306420731556346
prowess,0.17306420453132954,0.17306420453132954
editing direction,0.17304478613170224,0.17304478613170224
scenes used,-0.17304203338134266,0.17304203338134266
just perfect,-0.1730331117313722,0.1730331117313722
movie makers,-0.17302588012674638,0.17302588012674638
gets released,0.1730173994140804,0.1730173994140804
double crossing,-0.17300040339069767,0.17300040339069767
national anthem,-0.17299541241587907,0.17299541241587907
confesses,-0.17298538343338812,0.17298538343338812
vaults,0.17298180430373136,0.17298180430373136
like lost,-0.1729799466572642,0.1729799466572642
does die,-0.17296742946893345,0.17296742946893345
acting generally,0.17295699335315382,0.17295699335315382
sabato,0.1729553189228465,0.1729553189228465
miles,-0.17294545792940835,0.17294545792940835
story lot,-0.1729364662049204,0.1729364662049204
hitchcock,-0.17292828137965752,0.17292828137965752
hypocrite,0.1729275644820277,0.1729275644820277
clegg,0.1729151193172661,0.1729151193172661
ron moody,0.17289613706805335,0.17289613706805335
declines,-0.17289311031369903,0.17289311031369903
clearly didn,0.17287300845792586,0.17287300845792586
based short,-0.17286541134532749,0.17286541134532749
mind blowing,0.17286018380773724,0.17286018380773724
paychecks,-0.17285978844982822,0.17285978844982822
lana turner,0.1728550381448416,0.1728550381448416
night monday,-0.1728497743586954,0.1728497743586954
morning sunday,-0.1728497743586954,0.1728497743586954
rating saturday,-0.1728497743586954,0.1728497743586954
convoluted plot,0.17284552810460296,0.17284552810460296
glenn anders,0.17284012650793013,0.17284012650793013
wishful,-0.17283678792265597,0.17283678792265597
performances entire,0.17283033007216372,0.17283033007216372
disregarding,0.17281967059032696,0.17281967059032696
alarming,-0.1728192837750423,0.1728192837750423
starts movie,-0.1728124848365872,0.1728124848365872
degenerated,-0.17279162408524,0.17279162408524
human behavior,0.17275622388120818,0.17275622388120818
daily basis,0.1727541734532104,0.1727541734532104
dialect,0.17274839267530526,0.17274839267530526
gentleman agreement,0.17274793100579489,0.17274793100579489
punch line,-0.17274504091389295,0.17274504091389295
perfect murder,0.1727351104182424,0.1727351104182424
sex city,0.17272848159670035,0.17272848159670035
like nice,0.17269623040979126,0.17269623040979126
handled,0.17267756576513393,0.17267756576513393
million times,-0.1726722269149932,0.1726722269149932
add lot,-0.17265673524063938,0.17265673524063938
love father,-0.17265317482993137,0.17265317482993137
post comment,0.17265185890977378,0.17265185890977378
bone body,0.1726424490476698,0.1726424490476698
hairdo,0.17264053547503894,0.17264053547503894
story original,0.17262811153537705,0.17262811153537705
kid movie,-0.17262027939401164,0.17262027939401164
know book,-0.17261511592547224,0.17261511592547224
story focused,0.17258883833090483,0.17258883833090483
little miss,0.1725800418136664,0.1725800418136664
start review,0.1725798107866581,0.1725798107866581
addicts,-0.17257227073801817,0.17257227073801817
directed produced,0.1725682759517498,0.1725682759517498
ben arthur,-0.1725619734066254,0.1725619734066254
erwin,0.17255676425344285,0.17255676425344285
brennan,-0.1725510732416425,0.1725510732416425
comes close,0.1725499902319034,0.1725499902319034
didn feel,-0.17254971348834633,0.17254971348834633
ranges,-0.17254249988563417,0.17254249988563417
director making,-0.17254045737709747,0.17254045737709747
volunteers,0.1725359356259609,0.1725359356259609
ghastly,0.17251877279931047,0.17251877279931047
waters,-0.17250721947181102,0.17250721947181102
hitchcock movie,0.17250261027143673,0.17250261027143673
lucky ones,-0.1725000612403639,0.1725000612403639
complete,-0.17248747571074896,0.17248747571074896
stepin,-0.1724848866716137,0.1724848866716137
crammed,-0.17248368828409086,0.17248368828409086
profane,0.17245767729180697,0.17245767729180697
thought going,-0.1724496625625579,0.1724496625625579
intertwined,0.17242608740146867,0.17242608740146867
morale,0.1724057611513001,0.1724057611513001
try best,0.17239690074862668,0.17239690074862668
bid,-0.17239654767380894,0.17239654767380894
